,상호명,상권업종중분류명,표준산업분류명,도로명주소,시군구명,경도,위도,Dbscan_50m,Dbscan_100m
15,투썸플레이스,커피점/카페,비알콜 음료점업,부산광역시 남구 수영로 286,남구,129.097700656702,35.1359634354821,0,0
69,더리터,커피점/카페,비알콜 음료점업,부산광역시 수영구 수영로 396-1,수영구,129.107895985117,35.1417477198455,0,0
97,비움카페,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 용궁길 68,기장군,129.221667734935,35.189328294163,-1,-1
104,로카페,커피점/카페,비알콜 음료점업,부산광역시 기장군 정관읍 정관로 350,기장군,129.164382287206,35.3358238268713,-1,-1
229,콩카페,커피점/카페,비알콜 음료점업,부산광역시 북구 시랑로 137,북구,129.010422973867,35.1954845580884,-1,-1
244,빽다방,커피점/카페,비알콜 음료점업,부산광역시 중구 남포길 25-6,중구,129.031692023169,35.0988828433885,1,1
334,카페황금나무,커피점/카페,비알콜 음료점업,부산광역시 사상구 사상로342번길 8,사상구,128.985061376452,35.1749253673146,-1,-1
405,꼬마대통령,커피점/카페,비알콜 음료점업,부산광역시 사상구 학감대로 117,사상구,128.987618131716,35.1412282799382,-1,-1
407,도타이,커피점/카페,비알콜 음료점업,부산광역시 영도구 와치로 266,영도구,129.069499558016,35.0754432981328,-1,-1
437,카페휴,커피점/카페,비알콜 음료점업,부산광역시 금정구 중앙대로 1777,금정구,129.092481410742,35.242067485786,2,-1
452,카페,커피점/카페,비알콜 음료점업,부산광역시 동구 범일로90번길 17,동구,129.061564350966,35.1382954826631,10,-1
478,수연다방,커피점/카페,비알콜 음료점업,부산광역시 북구 모분재로 27,북구,129.006137432899,35.205038930976,3,-1
682,단디코카,커피점/카페,비알콜 음료점업,부산광역시 사하구 낙동대로536번길 14,사하구,128.965798556805,35.1120904354346,11,-1
786,이디야커피,커피점/카페,비알콜 음료점업,부산광역시 사하구 다대로 682,사하구,128.966690081527,35.0482002400717,-1,-1
1003,토스피아,커피점/카페,비알콜 음료점업,부산광역시 서구 구덕로148번길 37,서구,129.022810538933,35.0982099277951,1,1
1020,오랜지바다,커피점/카페,비알콜 음료점업,부산광역시 수영구 광안해변로 245-1,수영구,129.12076250238,35.1549519048445,0,-1
1035,충원커피숍,커피점/카페,비알콜 음료점업,부산광역시 동래구 반송로 225,동래구,129.098014194306,35.2009415690308,7,-1
1042,이삭토스트,커피점/카페,비알콜 음료점업,부산광역시 금정구 부산대학로 63,금정구,129.084417869164,35.231413603351,2,2
1073,수명,커피점/카페,비알콜 음료점업,부산광역시 연제구 좌수영로 308-1,연제구,129.108052854779,35.1881135952574,7,-1
1103,용커피숍,커피점/카페,비알콜 음료점업,부산광역시 북구 낙동대로1780번길 32,북구,129.004798445273,35.208673638982,3,-1
1156,엔케이이뮨베이커리카페,커피점/카페,비알콜 음료점업,부산광역시 강서구 명지국제6로 254,강서구,128.923373599054,35.0980615113631,13,-1
1157,길커피,커피점/카페,비알콜 음료점업,부산광역시 해운대구 해운대로61번길 80-42,해운대구,129.127180324459,35.1945171570693,-1,-1
1208,커피앤유,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 기장해안로 599,기장군,129.229945158048,35.2249206126937,-1,-1
1259,아슬란,커피점/카페,비알콜 음료점업,부산광역시 해운대구 양운로 110,해운대구,129.173929364242,35.1726833193054,4,-1
1310,엔제리너스,커피점/카페,비알콜 음료점업,부산광역시 동래구 온천천로 361,동래구,129.093043934966,35.1938926518931,7,-1
1358,모네의정원,커피점/카페,비알콜 음료점업,부산광역시 부산진구 새싹로 159,부산진구,129.049873561242,35.170423846955,-1,-1
1499,닥밭골북카페,커피점/카페,비알콜 음료점업,부산광역시 서구 보동길 294-24,서구,129.023786960144,35.1140213126693,-1,-1
1549,컴파스커피,커피점/카페,비알콜 음료점업,부산광역시 사하구 낙동대로516번길 48,사하구,128.966192251859,35.1129165932307,11,-1
1553,아이브,커피점/카페,비알콜 음료점업,부산광역시 사상구 백양대로 987,사상구,128.992847757842,35.1941155868364,-1,-1
1576,엔제리너스가덕휴게소점,커피점/카페,비알콜 음료점업,부산광역시 강서구 거가대로 2571,강서구,128.809618031719,35.0230282973339,-1,-1
1650,아이엠PC카페,커피점/카페,비알콜 음료점업,부산광역시 부산진구 가야공원로 28,부산진구,129.029825208116,35.1509996268079,-1,-1
1690,더셰프,커피점/카페,비알콜 음료점업,부산광역시 수영구 수영로427번길 11,수영구,129.108708870166,35.1442371335733,0,-1
1722,케익타운,커피점/카페,비알콜 음료점업,부산광역시 동구 고관로29번길 30,동구,129.041086624278,35.1226445899469,1,-1
1797,엔제리너스,커피점/카페,비알콜 음료점업,부산광역시 남구 수영로 46-1,남구,129.072388287842,35.136117961027,-1,-1
1798,우인,커피점/카페,비알콜 음료점업,부산광역시 사하구 감내2로 172,사하구,129.009787152953,35.0987337398413,-1,-1
1806,원일커피숍,커피점/카페,비알콜 음료점업,부산광역시 서구 대청로 4,서구,129.020283256535,35.1031168329013,1,-1
2002,오늘도커피볶는집,커피점/카페,비알콜 음료점업,부산광역시 남구 용소로46번길 14,남구,129.100170393698,35.1335793937176,0,0
2052,북마니아,커피점/카페,비알콜 음료점업,부산광역시 강서구 가락대로 929,강서구,128.881943175006,35.1546541728245,-1,-1
2055,영커피숍,커피점/카페,비알콜 음료점업,부산광역시 사상구 괘감로 93,사상구,128.98478610938,35.157557663992,14,-1
2079,이디아커피,커피점/카페,비알콜 음료점업,부산광역시 동구 중앙대로332번길 4,동구,129.046114238087,35.1254407067016,1,-1
2427,향우,커피점/카페,비알콜 음료점업,부산광역시 금정구 중앙대로 2115,금정구,129.092438627749,35.273273455846,-1,-1
2490,조이커피전문점,커피점/카페,비알콜 음료점업,부산광역시 남구 우암로 66-1,남구,129.081400491903,35.1164595851318,-1,-1
2767,스타벅스,커피점/카페,비알콜 음료점업,부산광역시 동구 중앙대로 216,동구,129.040830967932,35.1163460024434,1,-1
2817,엘리온카페,커피점/카페,비알콜 음료점업,부산광역시 기장군 정관읍 모전3길 35,기장군,129.169663666301,35.3366922231239,-1,-1
2915,시나본,커피점/카페,비알콜 음료점업,부산광역시 해운대구 센텀남대로 35,해운대구,129.129106584707,35.1686565992762,5,4
2965,커피베이,커피점/카페,비알콜 음료점업,부산광역시 북구 덕천로276번길 60,북구,129.033361051868,35.2058011843368,-1,-1
3060,뉘앙스사주카페,커피점/카페,비알콜 음료점업,부산광역시 금정구 부산대학로63번길 21,금정구,129.084133067314,35.2306499822692,2,2
3144,카페301,커피점/카페,비알콜 음료점업,부산광역시 남구 용소로 12,남구,129.100490936678,35.136199532287,0,0
3206,caffe그루,커피점/카페,비알콜 음료점업,부산광역시 서구 꽃마을로 21,서구,129.012975161777,35.1161673422363,18,-1
3225,만랩커피,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 차성동로 71,기장군,129.216478601306,35.2440935135687,6,-1
3241,엔제리너스부산청사포점,커피점/카페,비알콜 음료점업,부산광역시 해운대구 청사포로128번길 40,해운대구,129.190587787016,35.1602439680815,-1,-1
3272,모모스커피,커피점/카페,비알콜 음료점업,부산광역시 금정구 오시게로 18-1,금정구,129.086375553135,35.2192184081674,2,-1
3329,투썸플레이스,커피점/카페,비알콜 음료점업,부산광역시 해운대구 센텀중앙로 97,해운대구,129.124597327857,35.1752065355079,5,4
3348,커피트리니티,커피점/카페,비알콜 음료점업,부산광역시 수영구 수영로 405,수영구,129.108081923857,35.1425122008147,0,0
3393,프레임,커피점/카페,비알콜 음료점업,부산광역시 수영구 민락수변로 243,수영구,129.128286262244,35.1641032399787,5,4
3525,공항더치커피,커피점/카페,비알콜 음료점업,부산광역시 강서구 공항로811번가길 30,강서구,128.956814953497,35.1787213224638,-1,-1
3642,달콤,커피점/카페,비알콜 음료점업,부산광역시 해운대구 선수촌로 175,해운대구,129.123441857274,35.2085052504344,-1,-1
3724,카페에비아케,커피점/카페,비알콜 음료점업,부산광역시 해운대구 센텀1로 17,해운대구,129.131619014596,35.1669746092658,5,4
3754,로타리다방,커피점/카페,비알콜 음료점업,부산광역시 서구 자갈치로 1,서구,129.024817839032,35.096471295315,1,1
3844,핸드케이크,커피점/카페,비알콜 음료점업,부산광역시 동래구 온천천로431번길 24-3,동래구,129.100005096456,35.1930364026952,7,-1
3875,가배도피오,커피점/카페,비알콜 음료점업,부산광역시 서구 구덕로185번길 34-27,서구,129.017909020639,35.1018297541759,1,-1
3876,라떼떼,커피점/카페,비알콜 음료점업,부산광역시 동래구 명안로85번길 52,동래구,129.101822995782,35.2048730494551,-1,-1
3877,컴포즈커피,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 기장해안로 98,기장군,129.212365966598,35.1877271942749,-1,-1
3943,탐앤탐스,커피점/카페,비알콜 음료점업,부산광역시 금정구 산성로 872,금정구,129.067595840931,35.2353849955517,-1,-1
4021,카페연,커피점/카페,비알콜 음료점업,부산광역시 연제구 연제로 2,연제구,129.079765229861,35.1762274281482,8,-1
4158,경성팥집옥루몽,커피점/카페,비알콜 음료점업,부산광역시 기장군 정관읍 방곡2로 11,기장군,129.189198179929,35.3261000098869,-1,-1
4181,뜰에,커피점/카페,비알콜 음료점업,부산광역시 남구 용호로 96,남구,129.112315728015,35.1238056153439,-1,-1
4193,커피앤스톤,커피점/카페,비알콜 음료점업,부산광역시 해운대구 반송로757번길 4-1,해운대구,129.143861363064,35.2220239768314,-1,-1
4218,대평동마을회대평마을다방,커피점/카페,비알콜 음료점업,부산광역시 영도구 대평로27번길 6,영도구,129.034021458797,35.0913993757376,1,-1
4257,노스커피,커피점/카페,비알콜 음료점업,부산광역시 금정구 수림로85번길 53,금정구,129.083214167623,35.2375537567668,2,2
4323,동구네PC카페,커피점/카페,비알콜 음료점업,부산광역시 강서구 과학산단로334번길 7,강서구,128.832698138718,35.1495220292204,-1,-1
4331,커피구루마,커피점/카페,비알콜 음료점업,부산광역시 수영구 무학로9번길 90,수영구,129.115850822251,35.1657868330198,0,-1
4409,빈스에스프레소,커피점/카페,비알콜 음료점업,부산광역시 금정구 금정로 59-7,금정구,129.085815761575,35.2299678789269,2,2
4415,"공간,성",커피점/카페,비알콜 음료점업,부산광역시 수영구 광안해변로307번길 36,수영구,129.126377981417,35.1586495920401,0,-1
4420,가베향,커피점/카페,비알콜 음료점업,부산광역시 남구 고동골로78번길 23,남구,129.073166263155,35.144394879356,-1,-1
4445,CAFFEMISO,커피점/카페,비알콜 음료점업,부산광역시 수영구 수영로 493,수영구,129.110622351816,35.1501868026636,0,-1
4470,위드커피,커피점/카페,비알콜 음료점업,부산광역시 동구 중앙대로195번가길 47-4,동구,129.037629022351,35.1173199242097,1,-1
4498,커피2층,커피점/카페,비알콜 음료점업,부산광역시 중구 광복중앙로 3,중구,129.031151741907,35.0995274360766,1,1
4559,가온사무편의점,커피점/카페,비알콜 음료점업,부산광역시 영도구 절영로 149,영도구,129.041460712254,35.0830608168226,1,-1
4561,빈스빈스,커피점/카페,비알콜 음료점업,부산광역시 해운대구 달맞이길117번가길 120-45,해운대구,129.182116105993,35.1580915087749,-1,-1
4594,블랙코끼리,커피점/카페,비알콜 음료점업,부산광역시 연제구 법원북로 59,연제구,129.073750709933,35.1938759662478,-1,-1
4736,커피&현,커피점/카페,비알콜 음료점업,부산광역시 동래구 충렬대로459번길 69,동래구,129.110302411145,35.1977017243736,-1,-1
4818,카페제니아,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 차성서로 148,기장군,129.21120592374,35.2463907943829,6,-1
4819,아트인오리,커피점/카페,비알콜 음료점업,부산광역시 기장군 장안읍 대룡3길 12,기장군,129.266031731072,35.3697650472202,-1,-1
4821,Dichten,커피점/카페,비알콜 음료점업,부산광역시 연제구 연수로 109-1,연제구,129.08294793608,35.1753246685467,-1,-1
4834,북카페,커피점/카페,비알콜 음료점업,부산광역시 해운대구 반여로 132,해운대구,129.126331875623,35.2022588880225,-1,-1
4870,풀하우스,커피점/카페,비알콜 음료점업,부산광역시 기장군 일광면 일광로 582-32,기장군,129.259960034337,35.2933943969133,-1,-1
4880,카페,커피점/카페,비알콜 음료점업,부산광역시 동래구 온천천로 165,동래구,129.078981234117,35.2049525572563,2,-1
4895,시스템,커피점/카페,비알콜 음료점업,부산광역시 금정구 금강로 750,금정구,129.089310443978,35.2744193643655,-1,-1
4948,할리스커피,커피점/카페,비알콜 음료점업,부산광역시 동래구 명륜로 34,동래구,129.083533800244,35.1971329629702,2,-1
5034,카페두다트,커피점/카페,비알콜 음료점업,부산광역시 연제구 법원남로16번길 24,연제구,129.075290358339,35.1915547577092,-1,-1
5100,남도커피숍,커피점/카페,비알콜 음료점업,부산광역시 중구 자갈치로 22-1,중구,129.026868795952,35.0964719706395,1,1
5110,칼리버,커피점/카페,비알콜 음료점업,부산광역시 남구 진남로 4,남구,129.092041775034,35.1353745734089,0,0
5116,장안상회,커피점/카페,비알콜 음료점업,부산광역시 기장군 장안읍 장안로 370,기장군,129.24402121792,35.370345180724,-1,-1
5362,광안리게스후점,커피점/카페,비알콜 음료점업,부산광역시 수영구 광안해변로 183,수영구,129.116075599615,35.1509028730462,0,-1
5414,채스갤러리카페,커피점/카페,비알콜 음료점업,부산광역시 해운대구 달맞이길117번가길 120-33,해운대구,129.181682769782,35.1577261707218,-1,-1
5470,초코카페,커피점/카페,비알콜 음료점업,부산광역시 수영구 감포로102번길 29,수영구,129.119306652115,35.1680534824102,0,-1
5492,스타벅스,커피점/카페,비알콜 음료점업,부산광역시 연제구 반송로 20,연제구,129.083343934019,35.1869670403599,8,-1
5497,카페아자르,커피점/카페,비알콜 음료점업,부산광역시 동래구 사직북로 4,동래구,129.061384849855,35.1962835154483,9,-1
5507,슈거문,커피점/카페,비알콜 음료점업,부산광역시 해운대구 센텀1로 17,해운대구,129.131619014596,35.1669746092658,5,4
5520,카페콘텐토,커피점/카페,비알콜 음료점업,부산광역시 강서구 공항앞길187번길 13,강서구,128.951294585389,35.1741766802915,-1,-1
5521,카페토끼풀,커피점/카페,비알콜 음료점업,부산광역시 남구 진남로46번길 36,남구,129.0904202272,35.13967078697,0,-1
5617,커피마실,커피점/카페,비알콜 음료점업,부산광역시 연제구 고분로 24,연제구,129.084906736798,35.1855919584999,8,-1
5627,프리미엄학습관,커피점/카페,비알콜 음료점업,부산광역시 남구 분포로 115,남구,129.112748233323,35.1322116244133,-1,-1
5657,부원빌딩엔제리너스,커피점/카페,비알콜 음료점업,부산광역시 수영구 민락수변로 147,수영구,129.134496858083,35.1568341635415,-1,-1
5707,다빈치커피숍,커피점/카페,비알콜 음료점업,부산광역시 해운대구 삼어로 131,해운대구,129.119468993141,35.2079110836449,-1,-1
5794,카페온나,커피점/카페,비알콜 음료점업,부산광역시 남구 동명로146번길 64,남구,129.111791279662,35.1166984417489,-1,-1
5843,카페베네해운대청사포점,커피점/카페,비알콜 음료점업,부산광역시 해운대구 청사포로 137-1,해운대구,129.193650259488,35.1610070446204,-1,-1
5855,비전위드카페,커피점/카페,비알콜 음료점업,부산광역시 기장군 정관읍 정관로 583,기장군,129.177787522994,35.321182142724,16,-1
5857,모아커피,커피점/카페,비알콜 음료점업,부산광역시 영도구 절영로14번길 17,영도구,129.039210000249,35.0932209238358,1,-1
5902,엔제리너스,커피점/카페,비알콜 음료점업,부산광역시 동구 중앙대로196번길 10,동구,129.040366310685,35.1143128268207,1,-1
5903,가야한방쑥밀면,커피점/카페,비알콜 음료점업,부산광역시 부산진구 전포대로256번길 7,부산진구,129.065966803142,35.1595026667013,10,3
5965,플러스북카페,커피점/카페,비알콜 음료점업,부산광역시 영도구 절영로13번길 61,영도구,129.043438910628,35.0920127810085,1,-1
6023,레가토,커피점/카페,비알콜 음료점업,부산광역시 연제구 거제천로 31,연제구,129.071449293426,35.1774911072914,8,-1
6024,다미아,커피점/카페,비알콜 음료점업,부산광역시 연제구 교대로 18-1,연제구,129.077803828629,35.1956337167265,-1,-1
6062,커피언니,커피점/카페,비알콜 음료점업,부산광역시 금정구 금사로67번길 11,금정구,129.110112578645,35.219255455106,-1,-1
6080,에스파지오,커피점/카페,비알콜 음료점업,부산광역시 해운대구 센텀동로 6,해운대구,129.133715633542,35.1709301043966,5,4
6081,카페마운틴,커피점/카페,비알콜 음료점업,부산광역시 금정구 부산대학로63번길 2,금정구,129.083846844508,35.2322570003316,2,2
6141,스윗마망,커피점/카페,비알콜 음료점업,부산광역시 동래구 반송로 242,동래구,129.099171804241,35.2020938490184,7,-1
6145,이디야커피,커피점/카페,비알콜 음료점업,부산광역시 사하구 장림번영로 84,사하구,128.974461288551,35.0804627720082,-1,-1
6156,더리터,커피점/카페,비알콜 음료점업,부산광역시 사상구 사상로 88,사상구,128.992121961013,35.1551722048892,-1,-1
6163,스타벅스,커피점/카페,비알콜 음료점업,부산광역시 연제구 중앙대로 1091,연제구,129.080677490817,35.185431465132,8,-1
6167,가배두림,커피점/카페,비알콜 음료점업,부산광역시 사상구 모라로 116,사상구,128.992297427398,35.1858813566967,-1,-1
6200,예스캔커피,커피점/카페,비알콜 음료점업,부산광역시 기장군 정관읍 정관로 561,기장군,129.175391360592,35.3220347086291,16,-1
6209,원커피숍,커피점/카페,비알콜 음료점업,부산광역시 사상구 삼락천로 331-1,사상구,128.987761942351,35.1957886988159,-1,-1
6256,더락PC카페,커피점/카페,비알콜 음료점업,부산광역시 해운대구 재반로 213,해운대구,129.130685227794,35.1962511861239,-1,-1
6258,블랙업커피,커피점/카페,비알콜 음료점업,부산광역시 강서구 낙동북로43번길 38-28,강서구,128.937162480456,35.2188339278415,-1,-1
6337,소울메이트,커피점/카페,비알콜 음료점업,부산광역시 금정구 금강로380번길 25,금정구,129.08730813617,35.2430154504424,2,-1
6342,줄라이커피,커피점/카페,비알콜 음료점업,부산광역시 강서구 명지새동네길2번길 83,강서구,128.931788340201,35.1079036542187,-1,-1
6365,커피인,커피점/카페,비알콜 음료점업,부산광역시 남구 수영로267번길 20,남구,129.095688055943,35.1364413587864,0,0
6368,레이지모먼트커피스탠드,커피점/카페,비알콜 음료점업,부산광역시 동래구 온천천로285번길 19,동래구,129.085761082036,35.1961665598339,2,-1
6373,온무드,커피점/카페,비알콜 음료점업,부산광역시 강서구 대저중앙로 3,강서구,128.949436274126,35.2145017428,-1,-1
6374,지투비커피컴퍼니,커피점/카페,비알콜 음료점업,부산광역시 연제구 고분로123번길 43,연제구,129.097718705048,35.1863238128716,7,-1
6378,리플리,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 차성동로87번길 8,기장군,129.216361092311,35.2457892572643,6,-1
6379,행복한아침,커피점/카페,비알콜 음료점업,부산광역시 영도구 대평로 46,영도구,129.033170282443,35.0926054991098,1,-1
6429,카페,커피점/카페,비알콜 음료점업,부산광역시 부산진구 동평로420번길 20-1,부산진구,129.069660231936,35.172495198761,8,-1
6473,카푸치노커피점,커피점/카페,비알콜 음료점업,부산광역시 남구 용소로28번길 3,남구,129.100505537031,35.1348382988427,0,0
6495,엔제리너스,커피점/카페,비알콜 음료점업,부산광역시 강서구 공항진입로 108,강서구,128.945755851608,35.17273274068,-1,-1
6511,그라시아스,커피점/카페,비알콜 음료점업,부산광역시 중구 중구로47번길 31-1,중구,129.026183487223,35.102174645654,1,1
6512,쓰담쓰담커피숍,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 차성로288번길 65,기장군,129.217288378118,35.2431389397674,6,-1
6515,오직그대만,커피점/카페,비알콜 음료점업,부산광역시 금정구 금강로 275,금정구,129.085380774069,35.2327750687667,2,2
6546,종점다방,커피점/카페,비알콜 음료점업,부산광역시 사상구 사상로531번길 5,사상구,128.989006451817,35.1915600186697,-1,-1
6550,미스터커피,커피점/카페,비알콜 음료점업,부산광역시 연제구 진연로 30-15,연제구,129.072867709803,35.1801646875263,8,-1
6666,컴포,커피점/카페,비알콜 음료점업,부산광역시 동래구 연안로 51,동래구,129.107421378166,35.1925541739714,7,-1
6667,카페,커피점/카페,비알콜 음료점업,부산광역시 해운대구 재송1로45번길 14,해운대구,129.123482155317,35.188304954368,-1,-1
6827,달콤,커피점/카페,비알콜 음료점업,부산광역시 사하구 제석로 34-1,사하구,128.972882356424,35.1044799955455,11,-1
6847,루반에스프레소커피,커피점/카페,비알콜 음료점업,부산광역시 남구 수영로 52,남구,129.073130573634,35.1358229440691,-1,-1
6868,돌라커피,커피점/카페,비알콜 음료점업,부산광역시 해운대구 송정중앙로6번길 143,해운대구,129.197860920294,35.1779383928073,-1,-1
6889,블루포트부산,커피점/카페,비알콜 음료점업,부산광역시 남구 못골번영로71번길 74,남구,129.083941997333,35.1418561930212,-1,-1
6905,축복커피점,커피점/카페,비알콜 음료점업,부산광역시 동래구 안연로109번길 25,동래구,129.096638414744,35.1966274004454,7,-1
6986,자스민,커피점/카페,비알콜 음료점업,부산광역시 남구 수영로322번길 49,남구,129.102560545823,35.1358832612174,0,0
6991,어랏커피온천천나누리모두리,커피점/카페,비알콜 음료점업,부산광역시 동래구 온천천로431번길 28,동래구,129.100248217928,35.1931513738498,7,-1
7027,송원,커피점/카페,비알콜 음료점업,부산광역시 중구 충장대로5번길 5,중구,129.036846888594,35.105806710504,1,1
7092,바빈스커피,커피점/카페,비알콜 음료점업,부산광역시 강서구 과학산단2로20번길 34,강서구,128.83439874466,35.1505469557955,-1,-1
7108,커피베이,커피점/카페,비알콜 음료점업,부산광역시 부산진구 가야공원로 61,부산진구,129.030258227361,35.1479131703674,-1,-1
7270,꼬망2,커피점/카페,비알콜 음료점업,부산광역시 사상구 주례로 72,사상구,129.008722026445,35.1466881896191,-1,-1
7279,스타벅스,커피점/카페,비알콜 음료점업,부산광역시 사하구 낙동대로 455,사하구,128.968878084642,35.1053503724735,11,-1
7281,할리스커피,커피점/카페,비알콜 음료점업,부산광역시 동래구 동래로 77,동래구,129.081501159904,35.2086437732479,2,-1
7325,팔공티,커피점/카페,비알콜 음료점업,부산광역시 해운대구 좌동순환로 511,해운대구,129.167401483699,35.1660401471884,12,-1
7329,지커피,커피점/카페,비알콜 음료점업,부산광역시 강서구 맥도길265번길 20,강서구,128.941853148806,35.1351115131989,-1,-1
7408,커피스위트,커피점/카페,비알콜 음료점업,부산광역시 연제구 과정로 307,연제구,129.093776087241,35.1887120974763,7,-1
7461,원양커피,커피점/카페,비알콜 음료점업,부산광역시 서구 원양로 105,서구,129.012503506976,35.0629342051739,-1,-1
7584,커피나뜨래,커피점/카페,비알콜 음료점업,부산광역시 부산진구 당감로17번길 83,부산진구,129.035451980553,35.1619937575752,-1,-1
7587,구십구다시일,커피점/카페,비알콜 음료점업,부산광역시 수영구 광안로 39-1,수영구,129.11665440046,35.1555126418769,0,-1
7588,엔에이202,커피점/카페,비알콜 음료점업,부산광역시 기장군 정관읍 용수1길 26-1,기장군,129.173707470287,35.329559363589,-1,-1
7589,라포레,커피점/카페,비알콜 음료점업,부산광역시 동래구 명장로 75,동래구,129.108973003521,35.2041137114677,-1,-1
7593,메가커피,커피점/카페,비알콜 음료점업,부산광역시 해운대구 구남로 45,해운대구,129.161995519618,35.1602601897835,12,5
7695,목화다방,커피점/카페,비알콜 음료점업,부산광역시 북구 구포만세길 79,북구,128.996787229217,35.2055849882097,-1,-1
7697,princess,커피점/카페,비알콜 음료점업,부산광역시 사하구 하신중앙로 265,사하구,128.958514989264,35.099943163647,-1,-1
7721,CICI,커피점/카페,비알콜 음료점업,부산광역시 금정구 금정로 64,금정구,129.086556629525,35.2303307962053,2,2
7741,경복커피숖,커피점/카페,비알콜 음료점업,부산광역시 중구 자갈치로47번길 1,중구,129.029380139152,35.0973250372409,1,1
7767,하가빈커피숲,커피점/카페,비알콜 음료점업,부산광역시 기장군 기장읍 무양로 32,기장군,129.225224495062,35.2265639020593,-1,-1
7824,웅짱,커피점/카페,비알콜 음료점업,부산광역시 부산진구 당감로 118,부산진구,129.036974670852,35.1729957560891,-1,-1
7899,가배두림,커피점/카페,비알콜 음료점업,부산광역시 해운대구 해운대로 802,해운대구,129.176689134256,35.1691772216307,4,-1
7999,소문난팥빙수,커피점/카페,비알콜 음료점업,부산광역시 남구 수영로 205-10,남구,129.08897096562,35.1354923456869,0,-1
8147,웨슬리,커피점/카페,비알콜 음료점업,부산광역시 서구 구덕로 236,서구,129.020303288361,35.105604538729,1,-1
8234,들새울,커피점/카페,비알콜 음료점업,부산광역시 기장군 장안읍 장안로 298,기장군,129.248391726776,35.3654599001405,-1,-1
8254,스파지오커피,커피점/카페,비알콜 음료점업,부산광역시 연제구 진연로 32,연제구,129.072467545927,35.179789648654,8,-1
8290,오렌지다실,커피점/카페,비알콜 음료점업,부산광역시 수영구 민락본동로19번길 68,수영구,129.125311400829,35.1577130490267,0,-1
8294,모노,커피점/카페,비알콜 음료점업,부산광역시 금정구 체육공원로 562,금정구,129.111098116738,35.2906982476497,-1,-1
8433,캐릭터디자이너협회카페,커피점/카페,비알콜 음료점업,부산광역시 중구 영주로 93,중구,129.032285803493,35.1146613429945,1,-1
8457,T&C커피전문점,커피점/카페,비알콜 음료점업,부산광역시 수영구 황령대로489번길 7,수영구,129.107645999751,35.1386852795791,0,0
8555,스타벅스서면NC점,커피점/카페,비알콜 음료점업,부산광역시 부산진구 동천로 92,부산진구,129.063037211547,35.157049580457,10,3
8649,체스,커피점/카페,비알콜 음료점업,부산광역시 금정구 금강로 247-12,금정구,129.084196694801,35.2304781503195,2,2
8678,차생원부산점,커피점/카페,비알콜 음료점업,부산광역시 중구 해관로 38,중구,129.035890500368,35.1021732209407,1,1
8688,플루800,커피점/카페,비알콜 음료점업,부산광역시 중구 자갈치로 55-2,중구,129.030425479385,35.0975955928894,1,1
8776,프린세스커피,커피점/카페,비알콜 음료점업,부산광역시 사하구 하신중앙로 265,사하구,128.958514989264,35.099943163647,-1,-1
8815,이디야커피,커피점/카페,비알콜 음료점업,부산광역시 남구 황령대로319번가길 158-7,남구,129.088736797378,35.1516924519432,-1,-1
8835,인얼스커피,커피점/카페,비알콜 음료점업,부산광역시 해운대구 대천로 225,해운대구,129.180719870936,35.1678039603883,4,-1
8906,북카페`행복`,커피점/카페,비알콜 음료점업,부산광역시 해운대구 센텀중앙로 170,해운대구,129.121213383074,35.1822055966408,-1,-1
8929,경커피솝,커피점/카페,비알콜 음료점업,부산광역시 동래구 명안로85번길 39,동래구,129.102387417686,35.2043811661881,-1,-1
8952,하와이커피,커피점/카페,비알콜 음료점업,부산광역시 동구 중앙대로 206,동구,129.045081835992,35.117625470822,1,-1
9025,킹피시카페,커피점/카페,비알콜 음료점업,부산광역시 북구 만덕대로 82-1,북구,129.0139229136,35.2120318656455,3,-1
9042,할리스커피,커피점/카페,비알콜 음료점업,부산광역시 금정구 부산대학로 29,금정구,129.088155842901,35.230803174811,2,2
9142,애니펫애견카페,커피점/카페,비알콜 음료점업,부산광역시 수영구 광일로29번가길 9,수영구,129.110082590283,35.1613509248905,0,-1
9226,스타벅스,커피점/카페,비알콜 음료점업,부산광역시 사하구 낙동남로 1411,사하구,128.966072638306,35.1064995212474,11,-1
9255,한성커피숍,커피점/카페,비알콜 음료점업,부산광역시 영도구 남항로 13,영도구,129.038190845787,35.0898223476942,1,-1
9284,메가커피반여점,커피점/카페,비알콜 음료점업,부산광역시 해운대구 재반로 230-1,해운대구,129.131332802598,35.1978135376378,-1,-1
9286,산수다방,커피점/카페,비알콜 음료점업,부산광역시 동래구 충렬대로108번길 37,동래구,129.072942231628,35.2050422764637,-1,-1
9380,할리스커피일광해안로점,커피점/카페,비알콜 음료점업,부산광역시 기장군 일광면 일광로 370,기장군,129.255456621567,35.2751437623499,-1,-1
9463,가랑,커피점/카페,비알콜 음료점업,부산광역시 동구 범곡북로 11,동구,129.054485499317,35.141611323971,10,-1
